Column1;Bt_carrington_4;Bx_carrington_4;By_carrington_4;Bz_carrington_4;speed_carrington_4;p_density_carrington_4;temperature_carrington_4;Bt_1d_4;Bx_1d_4;By_1d_4;Bz_1d_4;speed_1d_4;p_density_1d_4;temperature_1d_4;Bt_carrington_3;Bx_carrington_3;By_carrington_3;Bz_carrington_3;speed_carrington_3;p_density_carrington_3;temperature_carrington_3;Bt_1d_3;Bx_1d_3;By_1d_3;Bz_1d_3;speed_1d_3;p_density_1d_3;temperature_1d_3;Bt_carrington_2;Bx_carrington_2;By_carrington_2;Bz_carrington_2;speed_carrington_2;p_density_carrington_2;temperature_carrington_2;Bt_1d_2;Bx_1d_2;By_1d_2;Bz_1d_2;speed_1d_2;p_density_1d_2;temperature_1d_2;Bt_carrington_1;Bx_carrington_1;By_carrington_1;Bz_carrington_1;speed_carrington_1;p_density_carrington_1;temperature_carrington_1;Bt_1d_1;Bx_1d_1;By_1d_1;Bz_1d_1;speed_1d_1;p_density_1d_1;temperature_1d_1;forecast
944;7.81541E+15;-1.20875E+16;3.43703E+15;3.62649E+16;3.85082E+15;1.09852E+16;5.47868E+16;1.02293E+16;-2.54891E+16;5.67257E+15;-2.32779E+15;4.13374E+15;5.81824E+15;3.99125E+15;5.96876E+15;8.75618E+13;1.89836E+16;-1.40095E+15;3.90311E+15;6.63781E+15;1.96755E+15;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;5.69098E+16;4.42457E+15;-1.52486E+15;-1.0006E+16;3.86704E+15;7.05349E+15;3.75224E+16;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;8.49376E+15;-1.36824E+16;-6.34763E+15;-8.38282E+15;4.15697E+16;8.36657E+15;1.28525E+16;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;3.79569E+15
945;5.96876E+15;8.75618E+13;1.89836E+16;-1.40095E+15;3.90311E+15;6.63781E+15;1.96755E+15;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;5.69098E+16;4.42457E+15;-1.52486E+15;-1.0006E+16;3.86704E+15;7.05349E+15;3.75224E+16;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;8.49376E+15;-1.36824E+16;-6.34763E+15;-8.38282E+15;4.15697E+16;8.36657E+15;1.28525E+16;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;5.30424E+14;-8.46595E+13;-4.8152E+15;-2.1458E+16;3.7617E+15;4.81293E+15;6.16299E+15;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;3.95072E+14
946;5.69098E+16;4.42457E+15;-1.52486E+15;-1.0006E+16;3.86704E+15;7.05349E+15;3.75224E+16;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;8.49376E+15;-1.36824E+16;-6.34763E+15;-8.38282E+15;4.15697E+16;8.36657E+15;1.28525E+16;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;5.30424E+14;-8.46595E+13;-4.8152E+15;-2.1458E+16;3.7617E+15;4.81293E+15;6.16299E+15;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;6.07291E+15;-3.02797E+16;-7.50558E+15;7.81196E+15;3.92001E+15;6.96164E+15;7.88649E+15;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;3.95517E+15
947;8.49376E+15;-1.36824E+16;-6.34763E+15;-8.38282E+15;4.15697E+16;8.36657E+15;1.28525E+16;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;5.30424E+14;-8.46595E+13;-4.8152E+15;-2.1458E+16;3.7617E+15;4.81293E+15;6.16299E+15;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;6.07291E+15;-3.02797E+16;-7.50558E+15;7.81196E+15;3.92001E+15;6.96164E+15;7.88649E+15;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;4.39207E+15;-1.24289E+16;1.22846E+16;-8.94037E+15;4.05653E+16;3.54193E+16;7.17482E+15;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;3.45918E+15
948;5.30424E+14;-8.46595E+13;-4.8152E+15;-2.1458E+16;3.7617E+15;4.81293E+15;6.16299E+15;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;6.07291E+15;-3.02797E+16;-7.50558E+15;7.81196E+15;3.92001E+15;6.96164E+15;7.88649E+15;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;4.39207E+15;-1.24289E+16;1.22846E+16;-8.94037E+15;4.05653E+16;3.54193E+16;7.17482E+15;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;4.29299E+15;1.68273E+15;-1.60593E+15;-3.16872E+15;4.5299E+15;1.00279E+16;4.37267E+15;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;3.39866E+14
949;6.07291E+15;-3.02797E+16;-7.50558E+15;7.81196E+15;3.92001E+15;6.96164E+15;7.88649E+15;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;4.39207E+15;-1.24289E+16;1.22846E+16;-8.94037E+15;4.05653E+16;3.54193E+16;7.17482E+15;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;4.29299E+15;1.68273E+15;-1.60593E+15;-3.16872E+15;4.5299E+15;1.00279E+16;4.37267E+15;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;6.80887E+15;3.48975E+15;-4.06668E+15;2.47636E+15;4.18786E+15;4.80026E+15;1.0723E+16;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;3.35787E+16
950;4.39207E+15;-1.24289E+16;1.22846E+16;-8.94037E+15;4.05653E+16;3.54193E+16;7.17482E+15;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;4.29299E+15;1.68273E+15;-1.60593E+15;-3.16872E+15;4.5299E+15;1.00279E+16;4.37267E+15;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;6.80887E+15;3.48975E+15;-4.06668E+15;2.47636E+15;4.18786E+15;4.80026E+15;1.0723E+16;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;7.30583E+15;1.61737E+16;-4.32737E+15;-9.33837E+15;4.74354E+16;7.35586E+15;2.14892E+15;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;3.30037E+15
951;4.29299E+15;1.68273E+15;-1.60593E+15;-3.16872E+15;4.5299E+15;1.00279E+16;4.37267E+15;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;6.80887E+15;3.48975E+15;-4.06668E+15;2.47636E+15;4.18786E+15;4.80026E+15;1.0723E+16;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;7.30583E+15;1.61737E+16;-4.32737E+15;-9.33837E+15;4.74354E+16;7.35586E+15;2.14892E+15;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;8.35192E+15;2.17034E+16;-1.62095E+16;-1.03371E+16;5.59255E+15;5.27521E+15;3.42955E+15;5.67273E+15;4.25973E+15;-2.92238E+16;-7.31384E+15;3.05588E+15;5.74446E+15;2.80994E+15;3.25156E+15
952;6.80887E+15;3.48975E+15;-4.06668E+15;2.47636E+15;4.18786E+15;4.80026E+15;1.0723E+16;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;7.30583E+15;1.61737E+16;-4.32737E+15;-9.33837E+15;4.74354E+16;7.35586E+15;2.14892E+15;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;8.35192E+15;2.17034E+16;-1.62095E+16;-1.03371E+16;5.59255E+15;5.27521E+15;3.42955E+15;5.67273E+15;4.25973E+15;-2.92238E+16;-7.31384E+15;3.05588E+15;5.74446E+15;2.80994E+15;7.38728E+15;4.47463E+15;-3.19502E+15;-6.96385E+15;6.59691E+15;3.15543E+15;4.05785E+15;5.27505E+15;2.936E+16;-1.92915E+16;-2.47485E+15;2.79115E+15;6.71951E+15;3.23551E+14;3.04034E+16
953;7.30583E+15;1.61737E+16;-4.32737E+15;-9.33837E+15;4.74354E+16;7.35586E+15;2.14892E+15;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;8.35192E+15;2.17034E+16;-1.62095E+16;-1.03371E+16;5.59255E+15;5.27521E+15;3.42955E+15;5.67273E+15;4.25973E+15;-2.92238E+16;-7.31384E+15;3.05588E+15;5.74446E+15;2.80994E+15;7.38728E+15;4.47463E+15;-3.19502E+15;-6.96385E+15;6.59691E+15;3.15543E+15;4.05785E+15;5.27505E+15;2.936E+16;-1.92915E+16;-2.47485E+15;2.79115E+15;6.71951E+15;3.23551E+14;4.9332E+16;3.22451E+16;-7.58955E+15;-4.98749E+15;6.82668E+15;1.27486E+15;5.02274E+14;5.57319E+15;-4.11889E+14;-3.83055E+16;-8.19074E+15;2.91372E+16;1.02865E+15;3.56473E+15;3.67964E+15
960;4.71625E+15;-7.53781E+14;-3.15451E+16;4.33746E+15;3.57667E+15;9.30341E+14;3.23514E+15;6.16073E+15;2.45603E+14;-3.6845E+15;-5.17959E+15;6.18969E+15;2.9384E+14;2.59721E+16;1.41653E+16;-6.04601E+15;4.7906E+15;-3.90987E+16;5.40561E+13;9.69693E+15;2.75707E+14;5.40224E+15;2.03028E+15;-4.32827E+14;-2.20091E+15;5.26797E+15;2.1973E+16;1.26734E+16;5.19291E+16;-3.17674E+15;1.04389E+16;3.05621E+15;7.13609E+15;2.55441E+16;2.28834E+16;3.59034E+16;2.43991E+16;-1.36328E+15;2.24249E+13;5.12788E+15;1.3512E+16;1.12805E+16;3.5141E+16;-1.76315E+15;1.191E+16;2.69664E+15;6.74381E+15;1.57167E+16;1.83166E+15;2.72399E+16;3.63852E+15;-1.33313E+16;-8.65193E+13;4.40451E+15;2.06016E+15;5.91608E+15;4.10999E+16
961;1.41653E+16;-6.04601E+15;4.7906E+15;-3.90987E+16;5.40561E+13;9.69693E+15;2.75707E+14;5.40224E+15;2.03028E+15;-4.32827E+14;-2.20091E+15;5.26797E+15;2.1973E+16;1.26734E+16;5.19291E+16;-3.17674E+15;1.04389E+16;3.05621E+15;7.13609E+15;2.55441E+16;2.28834E+16;3.59034E+16;2.43991E+16;-1.36328E+15;2.24249E+13;5.12788E+15;1.3512E+16;1.12805E+16;3.5141E+16;-1.76315E+15;1.191E+16;2.69664E+15;6.74381E+15;1.57167E+16;1.83166E+15;2.72399E+16;3.63852E+15;-1.33313E+16;-8.65193E+13;4.40451E+15;2.06016E+15;5.91608E+15;2.86976E+16;-8.11916E+15;1.09973E+16;-1.42196E+15;5.78278E+15;1.79414E+15;1.07652E+16;4.52598E+15;8.06427E+14;-3.69891E+16;-6.39386E+15;4.01599E+15;5.36039E+15;8.26229E+15;4.04179E+15
962;5.19291E+16;-3.17674E+15;1.04389E+16;3.05621E+15;7.13609E+15;2.55441E+16;2.28834E+16;3.59034E+16;2.43991E+16;-1.36328E+15;2.24249E+13;5.12788E+15;1.3512E+16;1.12805E+16;3.5141E+16;-1.76315E+15;1.191E+16;2.69664E+15;6.74381E+15;1.57167E+16;1.83166E+15;2.72399E+16;3.63852E+15;-1.33313E+16;-8.65193E+13;4.40451E+15;2.06016E+15;5.91608E+15;2.86976E+16;-8.11916E+15;1.09973E+16;-1.42196E+15;5.78278E+15;1.79414E+15;1.07652E+16;4.52598E+15;8.06427E+14;-3.69891E+16;-6.39386E+15;4.01599E+15;5.36039E+15;8.26229E+15;3.0258E+16;3.62926E+15;1.1347E+15;-4.16538E+15;4.97423E+15;2.71771E+16;79515895;1.08507E+15;1.83423E+15;-5.43269E+15;-4.4608E+15;3.97534E+15;7.15246E+15;1.88648E+14;4.38241E+14
965;3.0258E+16;3.62926E+15;1.1347E+15;-4.16538E+15;4.97423E+15;2.71771E+16;79515895;1.08507E+15;1.83423E+15;-5.43269E+15;-4.4608E+15;3.97534E+15;7.15246E+15;1.88648E+14;7.2077E+15;-1.60266E+15;2.31992E+15;-2.27645E+15;4.74657E+15;4.9473E+15;6.02815E+16;1.03632E+16;-2.04195E+16;3.17043E+16;-5.7956E+15;4.07678E+15;1.10356E+16;1.09913E+16;1.02293E+16;-2.54891E+16;5.67257E+15;-2.32779E+15;4.13374E+15;5.81824E+15;3.99125E+15;5.20128E+15;-2.8482E+16;1.14281E+16;-4.20993E+15;5.05647E+15;3.98587E+16;1.38315E+16;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;3.58396E+15;-3.71691E+15;2.19572E+16;2.55376E+15;4.89334E+15;2.09261E+15;6.87744E+15;4.03813E+15
966;7.2077E+15;-1.60266E+15;2.31992E+15;-2.27645E+15;4.74657E+15;4.9473E+15;6.02815E+16;1.03632E+16;-2.04195E+16;3.17043E+16;-5.7956E+15;4.07678E+15;1.10356E+16;1.09913E+16;1.02293E+16;-2.54891E+16;5.67257E+15;-2.32779E+15;4.13374E+15;5.81824E+15;3.99125E+15;5.20128E+15;-2.8482E+16;1.14281E+16;-4.20993E+15;5.05647E+15;3.98587E+16;1.38315E+16;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;3.58396E+15;-3.71691E+15;2.19572E+16;2.55376E+15;4.89334E+15;2.09261E+15;6.87744E+15;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;2.96014E+15;-7.15946E+15;1.68503E+15;6.33919E+15;4.26237E+15;2.387E+16;5.56553E+15;3.74794E+16
967;1.02293E+16;-2.54891E+16;5.67257E+15;-2.32779E+15;4.13374E+15;5.81824E+15;3.99125E+15;5.20128E+15;-2.8482E+16;1.14281E+16;-4.20993E+15;5.05647E+15;3.98587E+16;1.38315E+16;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;3.58396E+15;-3.71691E+15;2.19572E+16;2.55376E+15;4.89334E+15;2.09261E+15;6.87744E+15;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;2.96014E+15;-7.15946E+15;1.68503E+15;6.33919E+15;4.26237E+15;2.387E+16;5.56553E+15;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;3.27802E+15;-1.44051E+16;1.87351E+15;-1.79288E+15;3.70223E+15;2.91517E+15;4.04074E+16;3.57826E+16
968;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;3.58396E+15;-3.71691E+15;2.19572E+16;2.55376E+15;4.89334E+15;2.09261E+15;6.87744E+15;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;2.96014E+15;-7.15946E+15;1.68503E+15;6.33919E+15;4.26237E+15;2.387E+16;5.56553E+15;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;3.27802E+15;-1.44051E+16;1.87351E+15;-1.79288E+15;3.70223E+15;2.91517E+15;4.04074E+16;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;4.37505E+14;-1.44068E+16;1.19596E+15;9.57669E+15;3.6212E+15;5.58206E+15;3.59692E+15;3.61164E+15
969;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;2.96014E+15;-7.15946E+15;1.68503E+15;6.33919E+15;4.26237E+15;2.387E+16;5.56553E+15;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;3.27802E+15;-1.44051E+16;1.87351E+15;-1.79288E+15;3.70223E+15;2.91517E+15;4.04074E+16;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;4.37505E+14;-1.44068E+16;1.19596E+15;9.57669E+15;3.6212E+15;5.58206E+15;3.59692E+15;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;7.49946E+15;3.63845E+15;6.1682E+15;5.19796E+15;3.58261E+15;8.80982E+15;1.93276E+15;3.63821E+15
970;6.40976E+15;-1.71028E+16;2.78358E+15;-1.47522E+15;3.65532E+15;9.93951E+15;5.10929E+15;3.27802E+15;-1.44051E+16;1.87351E+15;-1.79288E+15;3.70223E+15;2.91517E+15;4.04074E+16;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;4.37505E+14;-1.44068E+16;1.19596E+15;9.57669E+15;3.6212E+15;5.58206E+15;3.59692E+15;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;7.49946E+15;3.63845E+15;6.1682E+15;5.19796E+15;3.58261E+15;8.80982E+15;1.93276E+15;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;1.0741E+16;1.75965E+16;-2.8851E+15;-8.98623E+15;3.38347E+15;5.81359E+14;3.23773E+14;3.39754E+15
971;6.37438E+16;-3.02853E+15;3.14578E+16;8.36533E+15;3.88611E+15;5.6474E+15;7.70317E+14;4.37505E+14;-1.44068E+16;1.19596E+15;9.57669E+15;3.6212E+15;5.58206E+15;3.59692E+15;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;7.49946E+15;3.63845E+15;6.1682E+15;5.19796E+15;3.58261E+15;8.80982E+15;1.93276E+15;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;1.0741E+16;1.75965E+16;-2.8851E+15;-8.98623E+15;3.38347E+15;5.81359E+14;3.23773E+14;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;7.52612E+15;8.14534E+15;-4.58376E+15;6.74919E+15;3.07265E+15;9.66347E+15;3.19895E+15;3.27606E+15
972;3.81726E+15;-2.29106E+15;1.56734E+16;3.39129E+15;4.2776E+15;4.27627E+16;7.71766E+15;7.49946E+15;3.63845E+15;6.1682E+15;5.19796E+15;3.58261E+15;8.80982E+15;1.93276E+15;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;1.0741E+16;1.75965E+16;-2.8851E+15;-8.98623E+15;3.38347E+15;5.81359E+14;3.23773E+14;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;7.52612E+15;8.14534E+15;-4.58376E+15;6.74919E+15;3.07265E+15;9.66347E+15;3.19895E+15;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;4.93145E+15;-1.73754E+15;3.64466E+15;-2.06137E+15;3.11675E+15;8.55185E+15;2.34586E+16;3.3057E+15
973;3.21739E+15;-7.487E+15;1.36739E+16;1.44368E+15;3.8634E+16;2.72648E+15;6.55049E+15;1.0741E+16;1.75965E+16;-2.8851E+15;-8.98623E+15;3.38347E+15;5.81359E+14;3.23773E+14;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;7.52612E+15;8.14534E+15;-4.58376E+15;6.74919E+15;3.07265E+15;9.66347E+15;3.19895E+15;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;4.93145E+15;-1.73754E+15;3.64466E+15;-2.06137E+15;3.11675E+15;8.55185E+15;2.34586E+16;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;7.61056E+15;-2.32668E+15;4.52573E+15;1.89936E+16;3.29284E+14;1.09382E+16;3.89441E+15;3.77696E+15
974;3.72629E+15;-1.20399E+16;2.03112E+16;-4.56131E+15;3.36426E+16;4.71398E+15;2.01829E+15;7.52612E+15;8.14534E+15;-4.58376E+15;6.74919E+15;3.07265E+15;9.66347E+15;3.19895E+15;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;4.93145E+15;-1.73754E+15;3.64466E+15;-2.06137E+15;3.11675E+15;8.55185E+15;2.34586E+16;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;7.61056E+15;-2.32668E+15;4.52573E+15;1.89936E+16;3.29284E+14;1.09382E+16;3.89441E+15;5.67273E+15;4.25973E+15;-2.92238E+16;-7.31384E+15;3.05588E+15;5.74446E+15;2.80994E+15;1.06517E+15;1.4552E+15;7.14781E+15;-5.7638E+15;4.21888E+15;4.46589E+16;6.61946E+15;4.08693E+15
975;4.29974E+15;1.47336E+16;-2.32992E+15;-1.06802E+16;3.41935E+16;6.96229E+15;4.36279E+15;4.93145E+15;-1.73754E+15;3.64466E+15;-2.06137E+15;3.11675E+15;8.55185E+15;2.34586E+16;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;7.61056E+15;-2.32668E+15;4.52573E+15;1.89936E+16;3.29284E+14;1.09382E+16;3.89441E+15;5.67273E+15;4.25973E+15;-2.92238E+16;-7.31384E+15;3.05588E+15;5.74446E+15;2.80994E+15;1.06517E+15;1.4552E+15;7.14781E+15;-5.7638E+15;4.21888E+15;4.46589E+16;6.61946E+15;5.27505E+15;2.936E+16;-1.92915E+16;-2.47485E+15;2.79115E+15;6.71951E+15;3.23551E+14;6.42843E+15;2.38861E+15;1.17023E+16;-4.76633E+15;4.35831E+16;3.25063E+15;5.56915E+15;3.82795E+14
976;4.83968E+15;2.05201E+16;-3.5081E+15;1.06058E+16;3.32054E+15;4.07371E+15;2.93583E+16;7.61056E+15;-2.32668E+15;4.52573E+15;1.89936E+16;3.29284E+14;1.09382E+16;3.89441E+15;5.67273E+15;4.25973E+15;-2.92238E+16;-7.31384E+15;3.05588E+15;5.74446E+15;2.80994E+15;1.06517E+15;1.4552E+15;7.14781E+15;-5.7638E+15;4.21888E+15;4.46589E+16;6.61946E+15;5.27505E+15;2.936E+16;-1.92915E+16;-2.47485E+15;2.79115E+15;6.71951E+15;3.23551E+14;6.42843E+15;2.38861E+15;1.17023E+16;-4.76633E+15;4.35831E+16;3.25063E+15;5.56915E+15;5.57319E+15;-4.11889E+14;-3.83055E+16;-8.19074E+15;2.91372E+16;1.02865E+15;3.56473E+15;6.04603E+14;-1.20804E+16;1.01171E+16;-1.236E+15;4.26126E+15;2.61984E+15;1.03775E+15;4.04153E+16
977;5.67273E+15;4.25973E+15;-2.92238E+16;-7.31384E+15;3.05588E+15;5.74446E+15;2.80994E+15;1.06517E+15;1.4552E+15;7.14781E+15;-5.7638E+15;4.21888E+15;4.46589E+16;6.61946E+15;5.27505E+15;2.936E+16;-1.92915E+16;-2.47485E+15;2.79115E+15;6.71951E+15;3.23551E+14;6.42843E+15;2.38861E+15;1.17023E+16;-4.76633E+15;4.35831E+16;3.25063E+15;5.56915E+15;5.57319E+15;-4.11889E+14;-3.83055E+16;-8.19074E+15;2.91372E+16;1.02865E+15;3.56473E+15;6.04603E+14;-1.20804E+16;1.01171E+16;-1.236E+15;4.26126E+15;2.61984E+15;1.03775E+15;1.05518E+16;2.33152E+16;-1.34015E+16;-1.74735E+16;3.5469E+15;1.9265E+16;9.41088E+14;1.30218E+15;1.17238E+16;-7.74105E+15;4.10169E+14;4.46056E+15;3.69031E+15;4.77532E+15;3.867E+16
978;5.27505E+15;2.936E+16;-1.92915E+16;-2.47485E+15;2.79115E+15;6.71951E+15;3.23551E+14;6.42843E+15;2.38861E+15;1.17023E+16;-4.76633E+15;4.35831E+16;3.25063E+15;5.56915E+15;5.57319E+15;-4.11889E+14;-3.83055E+16;-8.19074E+15;2.91372E+16;1.02865E+15;3.56473E+15;6.04603E+14;-1.20804E+16;1.01171E+16;-1.236E+15;4.26126E+15;2.61984E+15;1.03775E+15;1.05518E+16;2.33152E+16;-1.34015E+16;-1.74735E+16;3.5469E+15;1.9265E+16;9.41088E+14;1.30218E+15;1.17238E+16;-7.74105E+15;4.10169E+14;4.46056E+15;3.69031E+15;4.77532E+15;8.64025E+14;4.61907E+15;-4.42705E+15;-5.39186E+15;4.95539E+15;9.24569E+15;2.19894E+15;1.09565E+16;1.98486E+15;-4.50965E+15;-8.58442E+13;3.85951E+15;3.99315E+15;1.79927E+16;3.90974E+15
979;5.57319E+15;-4.11889E+14;-3.83055E+16;-8.19074E+15;2.91372E+16;1.02865E+15;3.56473E+15;6.04603E+14;-1.20804E+16;1.01171E+16;-1.236E+15;4.26126E+15;2.61984E+15;1.03775E+15;1.05518E+16;2.33152E+16;-1.34015E+16;-1.74735E+16;3.5469E+15;1.9265E+16;9.41088E+14;1.30218E+15;1.17238E+16;-7.74105E+15;4.10169E+14;4.46056E+15;3.69031E+15;4.77532E+15;8.64025E+14;4.61907E+15;-4.42705E+15;-5.39186E+15;4.95539E+15;9.24569E+15;2.19894E+15;1.09565E+16;1.98486E+15;-4.50965E+15;-8.58442E+13;3.85951E+15;3.99315E+15;1.79927E+16;6.26244E+16;3.40632E+16;-2.45664E+16;-1.00674E+16;5.8796E+15;2.56331E+16;3.062E+16;5.902E+14;3.52523E+15;3.30881E+16;-3.0736E+15;3.82489E+15;8.46226E+14;5.96288E+15;3.77322E+15
