Column1;Bt_carrington_4;Bx_carrington_4;By_carrington_4;Bz_carrington_4;speed_carrington_4;p_density_carrington_4;temperature_carrington_4;Bt_1d_4;Bx_1d_4;By_1d_4;Bz_1d_4;speed_1d_4;p_density_1d_4;temperature_1d_4;Bt_carrington_3;Bx_carrington_3;By_carrington_3;Bz_carrington_3;speed_carrington_3;p_density_carrington_3;temperature_carrington_3;Bt_1d_3;Bx_1d_3;By_1d_3;Bz_1d_3;speed_1d_3;p_density_1d_3;temperature_1d_3;Bt_carrington_2;Bx_carrington_2;By_carrington_2;Bz_carrington_2;speed_carrington_2;p_density_carrington_2;temperature_carrington_2;Bt_1d_2;Bx_1d_2;By_1d_2;Bz_1d_2;speed_1d_2;p_density_1d_2;temperature_1d_2;Bt_carrington_1;Bx_carrington_1;By_carrington_1;Bz_carrington_1;speed_carrington_1;p_density_carrington_1;temperature_carrington_1;Bt_1d_1;Bx_1d_1;By_1d_1;Bz_1d_1;speed_1d_1;p_density_1d_1;temperature_1d_1;forecast
1628;5.495E+15;3.35969E+16;-2.80073E+15;-6.79338E+15;3.59225E+15;5.84197E+15;4.71863E+15;6.25728E+15;3.03509E+15;-6.64877E+15;-7.91907E+13;4.5453E+16;4.81391E+16;7.94725E+15;7.17899E+15;1.60995E+15;1.04692E+16;4.4092E+13;3.87816E+15;7.60241E+15;3.80653E+16;5.33633E+15;1.87273E+16;-2.47046E+15;3.35616E+14;4.73185E+16;5.38042E+14;1.24701E+15;7.24737E+15;-3.72568E+16;2.16788E+15;-1.05193E+15;4.24744E+16;7.94673E+15;9.82104E+15;4.83516E+15;1.64587E+16;-2.55327E+16;5.65028E+15;4.30531E+15;4.91099E+15;7.53329E+15;9.45759E+15;-3.81984E+15;5.76063E+15;1.17841E+15;4.6865E+15;7.12247E+15;1.7003E+16;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;3.88842E+15
1629;7.17899E+15;1.60995E+15;1.04692E+16;4.4092E+13;3.87816E+15;7.60241E+15;3.80653E+16;5.33633E+15;1.87273E+16;-2.47046E+15;3.35616E+14;4.73185E+16;5.38042E+14;1.24701E+15;7.24737E+15;-3.72568E+16;2.16788E+15;-1.05193E+15;4.24744E+16;7.94673E+15;9.82104E+15;4.83516E+15;1.64587E+16;-2.55327E+16;5.65028E+15;4.30531E+15;4.91099E+15;7.53329E+15;9.45759E+15;-3.81984E+15;5.76063E+15;1.17841E+15;4.6865E+15;7.12247E+15;1.7003E+16;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;5.47692E+15;-2.53829E+15;2.76513E+15;5.56964E+15;4.65242E+16;4.43724E+15;9.99087E+13;4.93544E+15;2.05531E+15;-2.90302E+15;-7.35821E+15;3.67507E+15;3.98012E+15;4.8128E+15;3.60527E+15
1630;7.24737E+15;-3.72568E+16;2.16788E+15;-1.05193E+15;4.24744E+16;7.94673E+15;9.82104E+15;4.83516E+15;1.64587E+16;-2.55327E+16;5.65028E+15;4.30531E+15;4.91099E+15;7.53329E+15;9.45759E+15;-3.81984E+15;5.76063E+15;1.17841E+15;4.6865E+15;7.12247E+15;1.7003E+16;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;5.47692E+15;-2.53829E+15;2.76513E+15;5.56964E+15;4.65242E+16;4.43724E+15;9.99087E+13;4.93544E+15;2.05531E+15;-2.90302E+15;-7.35821E+15;3.67507E+15;3.98012E+15;4.8128E+15;7.45716E+15;-3.71461E+13;3.95066E+15;1.80485E+16;4.59871E+15;5.94563E+16;1.33375E+16;4.40172E+15;2.52473E+15;-1.58747E+15;-3.17581E+15;3.46234E+16;3.93142E+15;4.32863E+15;3.47324E+15
1631;9.45759E+15;-3.81984E+15;5.76063E+15;1.17841E+15;4.6865E+15;7.12247E+15;1.7003E+16;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;5.47692E+15;-2.53829E+15;2.76513E+15;5.56964E+15;4.65242E+16;4.43724E+15;9.99087E+13;4.93544E+15;2.05531E+15;-2.90302E+15;-7.35821E+15;3.67507E+15;3.98012E+15;4.8128E+15;7.45716E+15;-3.71461E+13;3.95066E+15;1.80485E+16;4.59871E+15;5.94563E+16;1.33375E+16;4.40172E+15;2.52473E+15;-1.58747E+15;-3.17581E+15;3.46234E+16;3.93142E+15;4.32863E+15;8.38326E+15;-2.00857E+15;2.24053E+16;-2.36118E+16;5.32017E+15;5.42011E+15;1.62525E+16;3.28265E+16;1.57582E+15;-1.56722E+16;8.0913E+14;3.12849E+15;8.44545E+15;1.66552E+16;3.34505E+15
1632;5.47692E+15;-2.53829E+15;2.76513E+15;5.56964E+15;4.65242E+16;4.43724E+15;9.99087E+13;4.93544E+15;2.05531E+15;-2.90302E+15;-7.35821E+15;3.67507E+15;3.98012E+15;4.8128E+15;7.45716E+15;-3.71461E+13;3.95066E+15;1.80485E+16;4.59871E+15;5.94563E+16;1.33375E+16;4.40172E+15;2.52473E+15;-1.58747E+15;-3.17581E+15;3.46234E+16;3.93142E+15;4.32863E+15;8.38326E+15;-2.00857E+15;2.24053E+16;-2.36118E+16;5.32017E+15;5.42011E+15;1.62525E+16;3.28265E+16;1.57582E+15;-1.56722E+16;8.0913E+14;3.12849E+15;8.44545E+15;1.66552E+16;1.71872E+16;9.91017E+15;1.8495E+16;6.96606E+15;4.97562E+15;1.26609E+16;1.93401E+14;7.12317E+15;-1.63541E+16;2.55491E+16;-2.02599E+15;3.19898E+15;1.64213E+16;4.02629E+14;3.77521E+15
1633;7.45716E+15;-3.71461E+13;3.95066E+15;1.80485E+16;4.59871E+15;5.94563E+16;1.33375E+16;4.40172E+15;2.52473E+15;-1.58747E+15;-3.17581E+15;3.46234E+16;3.93142E+15;4.32863E+15;8.38326E+15;-2.00857E+15;2.24053E+16;-2.36118E+16;5.32017E+15;5.42011E+15;1.62525E+16;3.28265E+16;1.57582E+15;-1.56722E+16;8.0913E+14;3.12849E+15;8.44545E+15;1.66552E+16;1.71872E+16;9.91017E+15;1.8495E+16;6.96606E+15;4.97562E+15;1.26609E+16;1.93401E+14;7.12317E+15;-1.63541E+16;2.55491E+16;-2.02599E+15;3.19898E+15;1.64213E+16;4.02629E+14;9.61436E+14;9.66458E+14;4.89181E+15;-5.71536E+15;4.21031E+16;1.00689E+15;2.83879E+16;9.33235E+14;-3.40323E+16;7.68874E+16;-5.08105E+15;3.54486E+15;6.68663E+15;7.59078E+15;4.06437E+15
1636;9.61436E+14;9.66458E+14;4.89181E+15;-5.71536E+15;4.21031E+16;1.00689E+15;2.83879E+16;9.33235E+14;-3.40323E+16;7.68874E+16;-5.08105E+15;3.54486E+15;6.68663E+15;7.59078E+15;7.02425E+15;-6.41167E+14;-2.80571E+16;4.22792E+15;4.10483E+15;1.28529E+15;6.21825E+15;8.56528E+14;-5.26909E+15;3.64811E+15;-7.00417E+15;3.84633E+14;8.24933E+15;8.59475E+14;9.64825E+15;-6.06972E+15;2.50349E+15;2.88663E+16;5.41135E+15;1.05041E+15;2.4053E+16;8.77278E+15;-4.55734E+15;5.281E+15;-1.65081E+16;4.49172E+15;2.98512E+16;2.13891E+16;4.44389E+15;-2.46792E+16;1.91084E+16;4.88882E+15;5.44671E+15;3.3794E+15;1.68224E+16;6.04414E+15;-3.19733E+15;3.3316E+16;-2.78168E+15;4.57037E+15;4.59672E+15;8.65244E+15;4.39597E+15
1637;7.02425E+15;-6.41167E+14;-2.80571E+16;4.22792E+15;4.10483E+15;1.28529E+15;6.21825E+15;8.56528E+14;-5.26909E+15;3.64811E+15;-7.00417E+15;3.84633E+14;8.24933E+15;8.59475E+14;9.64825E+15;-6.06972E+15;2.50349E+15;2.88663E+16;5.41135E+15;1.05041E+15;2.4053E+16;8.77278E+15;-4.55734E+15;5.281E+15;-1.65081E+16;4.49172E+15;2.98512E+16;2.13891E+16;4.44389E+15;-2.46792E+16;1.91084E+16;4.88882E+15;5.44671E+15;3.3794E+15;1.68224E+16;6.04414E+15;-3.19733E+15;3.3316E+16;-2.78168E+15;4.57037E+15;4.59672E+15;8.65244E+15;4.26409E+15;1.78414E+15;2.29803E+15;-3.13824E+15;4.6124E+15;5.15243E+15;6.60189E+15;5.78896E+15;-2.14539E+16;2.74074E+15;-2.14752E+16;3.96602E+15;7.35586E+14;3.44677E+16;4.311E+14
1642;5.63417E+16;-2.86023E+15;1.81015E+16;4.08631E+15;4.8588E+13;4.69781E+15;1.3699E+15;5.451E+15;-2.50343E+14;2.31654E+16;-6.94879E+13;7.44011E+15;2.3639E+15;2.08007E+16;4.83866E+15;-2.79011E+16;1.38429E+15;-5.43728E+14;4.72562E+15;4.89635E+15;1.03428E+16;4.59623E+15;-2.23892E+15;1.18657E+16;-5.77714E+15;6.74914E+15;2.13982E+15;1.88572E+16;5.11157E+15;-2.70524E+15;2.31107E+16;2.90855E+15;4.50914E+15;4.04545E+15;7.6345E+14;4.56341E+15;-2.60486E+16;1.01995E+16;4.79095E+15;5.96842E+15;1.49547E+16;1.54169E+16;6.27815E+16;-3.4437E+15;3.66305E+14;-7.91628E+15;4.19033E+16;7.18829E+15;4.90356E+15;4.0704E+15;-1.82798E+16;1.55469E+15;-3.60556E+15;4.70962E+15;3.91962E+16;7.08773E+15;4.39925E+16
1645;6.27815E+16;-3.4437E+15;3.66305E+14;-7.91628E+15;4.19033E+16;7.18829E+15;4.90356E+15;4.0704E+15;-1.82798E+16;1.55469E+15;-3.60556E+15;4.70962E+15;3.91962E+16;7.08773E+15;6.82886E+15;3.58977E+15;-7.87405E+15;2.43433E+15;4.20332E+15;8.8672E+15;8.52326E+15;6.32118E+15;-2.19083E+16;3.21848E+15;-1.53594E+14;4.76831E+15;6.78356E+15;1.25492E+16;9.24656E+15;-5.92989E+15;4.00647E+15;1.50382E+15;5.12781E+15;6.1332E+15;3.3945E+16;6.51755E+15;-3.54616E+16;2.1045E+15;-6.53556E+15;5.34337E+15;4.46112E+15;1.42545E+15;5.90216E+15;-3.32816E+15;6.23312E+15;2.98894E+15;5.32924E+15;4.18803E+15;1.27405E+15;5.57512E+14;-3.36215E+16;2.51461E+15;-9.88744E+15;5.00787E+15;3.08321E+16;1.05307E+16;4.48899E+15
1646;6.82886E+15;3.58977E+15;-7.87405E+15;2.43433E+15;4.20332E+15;8.8672E+15;8.52326E+15;6.32118E+15;-2.19083E+16;3.21848E+15;-1.53594E+14;4.76831E+15;6.78356E+15;1.25492E+16;9.24656E+15;-5.92989E+15;4.00647E+15;1.50382E+15;5.12781E+15;6.1332E+15;3.3945E+16;6.51755E+15;-3.54616E+16;2.1045E+15;-6.53556E+15;5.34337E+15;4.46112E+15;1.42545E+15;5.90216E+15;-3.32816E+15;6.23312E+15;2.98894E+15;5.32924E+15;4.18803E+15;1.27405E+15;5.57512E+14;-3.36215E+16;2.51461E+15;-9.88744E+15;5.00787E+15;3.08321E+16;1.05307E+16;5.51713E+15;3.23023E+15;-2.19001E+16;9.31927E+15;5.79239E+15;4.01253E+15;1.63214E+16;5.81818E+15;9.26399E+15;3.84644E+15;1.02458E+16;4.52489E+15;5.81789E+15;5.69213E+15;4.04152E+15
1647;9.24656E+15;-5.92989E+15;4.00647E+15;1.50382E+15;5.12781E+15;6.1332E+15;3.3945E+16;6.51755E+15;-3.54616E+16;2.1045E+15;-6.53556E+15;5.34337E+15;4.46112E+15;1.42545E+15;5.90216E+15;-3.32816E+15;6.23312E+15;2.98894E+15;5.32924E+15;4.18803E+15;1.27405E+15;5.57512E+14;-3.36215E+16;2.51461E+15;-9.88744E+15;5.00787E+15;3.08321E+16;1.05307E+16;5.51713E+15;3.23023E+15;-2.19001E+16;9.31927E+15;5.79239E+15;4.01253E+15;1.63214E+16;5.81818E+15;9.26399E+15;3.84644E+15;1.02458E+16;4.52489E+15;5.81789E+15;5.69213E+15;7.45558E+16;1.39201E+16;-2.33867E+16;1.04301E+16;5.00133E+15;5.38164E+15;1.16295E+16;4.12041E+16;2.07642E+16;6.7677E+15;-5.72505E+15;3.93237E+16;5.84342E+16;4.54073E+14;3.89582E+15
1648;5.90216E+15;-3.32816E+15;6.23312E+15;2.98894E+15;5.32924E+15;4.18803E+15;1.27405E+15;5.57512E+14;-3.36215E+16;2.51461E+15;-9.88744E+15;5.00787E+15;3.08321E+16;1.05307E+16;5.51713E+15;3.23023E+15;-2.19001E+16;9.31927E+15;5.79239E+15;4.01253E+15;1.63214E+16;5.81818E+15;9.26399E+15;3.84644E+15;1.02458E+16;4.52489E+15;5.81789E+15;5.69213E+15;7.45558E+16;1.39201E+16;-2.33867E+16;1.04301E+16;5.00133E+15;5.38164E+15;1.16295E+16;4.12041E+16;2.07642E+16;6.7677E+15;-5.72505E+15;3.93237E+16;5.84342E+16;4.54073E+14;6.25728E+15;3.03509E+15;-6.64877E+15;-7.91907E+13;4.5453E+16;4.81391E+16;7.94725E+15;5.22504E+15;3.98611E+15;7.78012E+15;-2.22312E+15;3.52365E+15;1.39517E+14;3.93538E+15;4.17988E+15
1649;5.51713E+15;3.23023E+15;-2.19001E+16;9.31927E+15;5.79239E+15;4.01253E+15;1.63214E+16;5.81818E+15;9.26399E+15;3.84644E+15;1.02458E+16;4.52489E+15;5.81789E+15;5.69213E+15;7.45558E+16;1.39201E+16;-2.33867E+16;1.04301E+16;5.00133E+15;5.38164E+15;1.16295E+16;4.12041E+16;2.07642E+16;6.7677E+15;-5.72505E+15;3.93237E+16;5.84342E+16;4.54073E+14;6.25728E+15;3.03509E+15;-6.64877E+15;-7.91907E+13;4.5453E+16;4.81391E+16;7.94725E+15;5.22504E+15;3.98611E+15;7.78012E+15;-2.22312E+15;3.52365E+15;1.39517E+14;3.93538E+15;5.33633E+15;1.87273E+16;-2.47046E+15;3.35616E+14;4.73185E+16;5.38042E+14;1.24701E+15;7.39108E+15;-1.51462E+15;2.94597E+16;-5.77775E+15;4.14514E+16;1.10605E+15;1.07267E+16;4.30037E+15
1650;7.45558E+16;1.39201E+16;-2.33867E+16;1.04301E+16;5.00133E+15;5.38164E+15;1.16295E+16;4.12041E+16;2.07642E+16;6.7677E+15;-5.72505E+15;3.93237E+16;5.84342E+16;4.54073E+14;6.25728E+15;3.03509E+15;-6.64877E+15;-7.91907E+13;4.5453E+16;4.81391E+16;7.94725E+15;5.22504E+15;3.98611E+15;7.78012E+15;-2.22312E+15;3.52365E+15;1.39517E+14;3.93538E+15;5.33633E+15;1.87273E+16;-2.47046E+15;3.35616E+14;4.73185E+16;5.38042E+14;1.24701E+15;7.39108E+15;-1.51462E+15;2.94597E+16;-5.77775E+15;4.14514E+16;1.10605E+15;1.07267E+16;4.83516E+15;1.64587E+16;-2.55327E+16;5.65028E+15;4.30531E+15;4.91099E+15;7.53329E+15;3.47082E+15;-1.72241E+15;1.2379E+16;8.19862E+15;3.93527E+15;4.42683E+15;5.477E+15;3.46239E+15
1651;6.25728E+15;3.03509E+15;-6.64877E+15;-7.91907E+13;4.5453E+16;4.81391E+16;7.94725E+15;5.22504E+15;3.98611E+15;7.78012E+15;-2.22312E+15;3.52365E+15;1.39517E+14;3.93538E+15;5.33633E+15;1.87273E+16;-2.47046E+15;3.35616E+14;4.73185E+16;5.38042E+14;1.24701E+15;7.39108E+15;-1.51462E+15;2.94597E+16;-5.77775E+15;4.14514E+16;1.10605E+15;1.07267E+16;4.83516E+15;1.64587E+16;-2.55327E+16;5.65028E+15;4.30531E+15;4.91099E+15;7.53329E+15;3.47082E+15;-1.72241E+15;1.2379E+16;8.19862E+15;3.93527E+15;4.42683E+15;5.477E+15;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;4.55649E+15;6.32891E+15;1.41025E+16;-6.88966E+15;3.70285E+15;1.02755E+16;4.0273E+15;3.76118E+15
1652;5.33633E+15;1.87273E+16;-2.47046E+15;3.35616E+14;4.73185E+16;5.38042E+14;1.24701E+15;7.39108E+15;-1.51462E+15;2.94597E+16;-5.77775E+15;4.14514E+16;1.10605E+15;1.07267E+16;4.83516E+15;1.64587E+16;-2.55327E+16;5.65028E+15;4.30531E+15;4.91099E+15;7.53329E+15;3.47082E+15;-1.72241E+15;1.2379E+16;8.19862E+15;3.93527E+15;4.42683E+15;5.477E+15;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;4.55649E+15;6.32891E+15;1.41025E+16;-6.88966E+15;3.70285E+15;1.02755E+16;4.0273E+15;4.93544E+15;2.05531E+15;-2.90302E+15;-7.35821E+15;3.67507E+15;3.98012E+15;4.8128E+15;5.84761E+15;1.40064E+16;-1.02131E+16;3.86696E+14;4.13667E+15;1.21968E+16;1.02297E+16;4.32988E+15
1653;4.83516E+15;1.64587E+16;-2.55327E+16;5.65028E+15;4.30531E+15;4.91099E+15;7.53329E+15;3.47082E+15;-1.72241E+15;1.2379E+16;8.19862E+15;3.93527E+15;4.42683E+15;5.477E+15;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;4.55649E+15;6.32891E+15;1.41025E+16;-6.88966E+15;3.70285E+15;1.02755E+16;4.0273E+15;4.93544E+15;2.05531E+15;-2.90302E+15;-7.35821E+15;3.67507E+15;3.98012E+15;4.8128E+15;5.84761E+15;1.40064E+16;-1.02131E+16;3.86696E+14;4.13667E+15;1.21968E+16;1.02297E+16;4.40172E+15;2.52473E+15;-1.58747E+15;-3.17581E+15;3.46234E+16;3.93142E+15;4.32863E+15;5.13977E+15;2.35514E+16;-2.25485E+15;1.82956E+14;4.10163E+16;6.04815E+15;6.22694E+15;3.86383E+15
1654;5.18208E+15;8.72461E+15;-4.03155E+16;2.32268E+15;4.16072E+15;4.47619E+15;7.76995E+15;4.55649E+15;6.32891E+15;1.41025E+16;-6.88966E+15;3.70285E+15;1.02755E+16;4.0273E+15;4.93544E+15;2.05531E+15;-2.90302E+15;-7.35821E+15;3.67507E+15;3.98012E+15;4.8128E+15;5.84761E+15;1.40064E+16;-1.02131E+16;3.86696E+14;4.13667E+15;1.21968E+16;1.02297E+16;4.40172E+15;2.52473E+15;-1.58747E+15;-3.17581E+15;3.46234E+16;3.93142E+15;4.32863E+15;5.13977E+15;2.35514E+16;-2.25485E+15;1.82956E+14;4.10163E+16;6.04815E+15;6.22694E+15;3.28265E+16;1.57582E+15;-1.56722E+16;8.0913E+14;3.12849E+15;8.44545E+15;1.66552E+16;5.76622E+15;3.41024E+16;-2.4966E+16;4.78443E+15;4.47624E+15;5.4253E+15;1.1459E+16;4.49011E+15
1657;3.28265E+16;1.57582E+15;-1.56722E+16;8.0913E+14;3.12849E+15;8.44545E+15;1.66552E+16;5.76622E+15;3.41024E+16;-2.4966E+16;4.78443E+15;4.47624E+15;5.4253E+15;1.1459E+16;7.12317E+15;-1.63541E+16;2.55491E+16;-2.02599E+15;3.19898E+15;1.64213E+16;4.02629E+14;6.18262E+15;2.10318E+15;-2.96948E+15;2.14626E+15;4.45591E+15;7.94079E+14;1.32225E+15;9.33235E+14;-3.40323E+16;7.68874E+16;-5.08105E+15;3.54486E+15;6.68663E+15;7.59078E+15;8.01204E+15;-3.22295E+16;-4.40958E+15;2.05544E+16;4.64099E+15;1.02837E+16;1.13103E+16;8.56528E+14;-5.26909E+15;3.64811E+15;-7.00417E+15;3.84633E+14;8.24933E+15;8.59475E+14;6.41012E+13;-5.49371E+15;-1.01826E+15;1.97219E+14;4.27545E+15;3.35827E+15;4.1399E+15;3.9722E+15
1658;7.12317E+15;-1.63541E+16;2.55491E+16;-2.02599E+15;3.19898E+15;1.64213E+16;4.02629E+14;6.18262E+15;2.10318E+15;-2.96948E+15;2.14626E+15;4.45591E+15;7.94079E+14;1.32225E+15;9.33235E+14;-3.40323E+16;7.68874E+16;-5.08105E+15;3.54486E+15;6.68663E+15;7.59078E+15;8.01204E+15;-3.22295E+16;-4.40958E+15;2.05544E+16;4.64099E+15;1.02837E+16;1.13103E+16;8.56528E+14;-5.26909E+15;3.64811E+15;-7.00417E+15;3.84633E+14;8.24933E+15;8.59475E+14;6.41012E+13;-5.49371E+15;-1.01826E+15;1.97219E+14;4.27545E+15;3.35827E+15;4.1399E+15;8.77278E+15;-4.55734E+15;5.281E+15;-1.65081E+16;4.49172E+15;2.98512E+16;2.13891E+16;4.67503E+15;-3.85322E+15;2.11444E+16;-5.27213E+15;3.65551E+15;2.75667E+15;3.25978E+15;3.34995E+16
1659;9.33235E+14;-3.40323E+16;7.68874E+16;-5.08105E+15;3.54486E+15;6.68663E+15;7.59078E+15;8.01204E+15;-3.22295E+16;-4.40958E+15;2.05544E+16;4.64099E+15;1.02837E+16;1.13103E+16;8.56528E+14;-5.26909E+15;3.64811E+15;-7.00417E+15;3.84633E+14;8.24933E+15;8.59475E+14;6.41012E+13;-5.49371E+15;-1.01826E+15;1.97219E+14;4.27545E+15;3.35827E+15;4.1399E+15;8.77278E+15;-4.55734E+15;5.281E+15;-1.65081E+16;4.49172E+15;2.98512E+16;2.13891E+16;4.67503E+15;-3.85322E+15;2.11444E+16;-5.27213E+15;3.65551E+15;2.75667E+15;3.25978E+15;6.04414E+15;-3.19733E+15;3.3316E+16;-2.78168E+15;4.57037E+15;4.59672E+15;8.65244E+15;3.64897E+15;-1.84284E+15;3.89484E+15;4.70781E+15;3.24933E+16;6.35467E+15;2.19597E+16;3.03759E+15
1660;8.56528E+14;-5.26909E+15;3.64811E+15;-7.00417E+15;3.84633E+14;8.24933E+15;8.59475E+14;6.41012E+13;-5.49371E+15;-1.01826E+15;1.97219E+14;4.27545E+15;3.35827E+15;4.1399E+15;8.77278E+15;-4.55734E+15;5.281E+15;-1.65081E+16;4.49172E+15;2.98512E+16;2.13891E+16;4.67503E+15;-3.85322E+15;2.11444E+16;-5.27213E+15;3.65551E+15;2.75667E+15;3.25978E+15;6.04414E+15;-3.19733E+15;3.3316E+16;-2.78168E+15;4.57037E+15;4.59672E+15;8.65244E+15;3.64897E+15;-1.84284E+15;3.89484E+15;4.70781E+15;3.24933E+16;6.35467E+15;2.19597E+16;5.78896E+15;-2.14539E+16;2.74074E+15;-2.14752E+16;3.96602E+15;7.35586E+14;3.44677E+16;5.70959E+15;-3.42403E+15;3.0171E+15;7.5556E+15;3.05773E+15;1.19023E+16;4.46499E+16;3.35375E+16
1661;8.77278E+15;-4.55734E+15;5.281E+15;-1.65081E+16;4.49172E+15;2.98512E+16;2.13891E+16;4.67503E+15;-3.85322E+15;2.11444E+16;-5.27213E+15;3.65551E+15;2.75667E+15;3.25978E+15;6.04414E+15;-3.19733E+15;3.3316E+16;-2.78168E+15;4.57037E+15;4.59672E+15;8.65244E+15;3.64897E+15;-1.84284E+15;3.89484E+15;4.70781E+15;3.24933E+16;6.35467E+15;2.19597E+16;5.78896E+15;-2.14539E+16;2.74074E+15;-2.14752E+16;3.96602E+15;7.35586E+14;3.44677E+16;5.70959E+15;-3.42403E+15;3.0171E+15;7.5556E+15;3.05773E+15;1.19023E+16;4.46499E+16;1.46546E+15;-9.59266E+15;7.41297E+15;-1.49681E+16;5.22058E+15;1.46471E+16;2.06847E+16;7.41575E+15;-3.31366E+15;2.40953E+15;5.31551E+14;3.24835E+16;9.84664E+15;6.46299E+15;3.61246E+15
1662;6.04414E+15;-3.19733E+15;3.3316E+16;-2.78168E+15;4.57037E+15;4.59672E+15;8.65244E+15;3.64897E+15;-1.84284E+15;3.89484E+15;4.70781E+15;3.24933E+16;6.35467E+15;2.19597E+16;5.78896E+15;-2.14539E+16;2.74074E+15;-2.14752E+16;3.96602E+15;7.35586E+14;3.44677E+16;5.70959E+15;-3.42403E+15;3.0171E+15;7.5556E+15;3.05773E+15;1.19023E+16;4.46499E+16;1.46546E+15;-9.59266E+15;7.41297E+15;-1.49681E+16;5.22058E+15;1.46471E+16;2.06847E+16;7.41575E+15;-3.31366E+15;2.40953E+15;5.31551E+14;3.24835E+16;9.84664E+15;6.46299E+15;5.451E+15;-2.50343E+14;2.31654E+16;-6.94879E+13;7.44011E+15;2.3639E+15;2.08007E+16;7.56076E+15;-4.32627E+15;3.76726E+15;1.22647E+16;3.43001E+15;6.64105E+15;6.01164E+15;3.74743E+15
1663;5.78896E+15;-2.14539E+16;2.74074E+15;-2.14752E+16;3.96602E+15;7.35586E+14;3.44677E+16;5.70959E+15;-3.42403E+15;3.0171E+15;7.5556E+15;3.05773E+15;1.19023E+16;4.46499E+16;1.46546E+15;-9.59266E+15;7.41297E+15;-1.49681E+16;5.22058E+15;1.46471E+16;2.06847E+16;7.41575E+15;-3.31366E+15;2.40953E+15;5.31551E+14;3.24835E+16;9.84664E+15;6.46299E+15;5.451E+15;-2.50343E+14;2.31654E+16;-6.94879E+13;7.44011E+15;2.3639E+15;2.08007E+16;7.56076E+15;-4.32627E+15;3.76726E+15;1.22647E+16;3.43001E+15;6.64105E+15;6.01164E+15;4.59623E+15;-2.23892E+15;1.18657E+16;-5.77714E+15;6.74914E+15;2.13982E+15;1.88572E+16;6.371E+15;-2.13923E+15;3.42044E+16;-1.55975E+16;3.49498E+15;9.324E+14;4.25482E+15;4.15471E+15
1664;1.46546E+15;-9.59266E+15;7.41297E+15;-1.49681E+16;5.22058E+15;1.46471E+16;2.06847E+16;7.41575E+15;-3.31366E+15;2.40953E+15;5.31551E+14;3.24835E+16;9.84664E+15;6.46299E+15;5.451E+15;-2.50343E+14;2.31654E+16;-6.94879E+13;7.44011E+15;2.3639E+15;2.08007E+16;7.56076E+15;-4.32627E+15;3.76726E+15;1.22647E+16;3.43001E+15;6.64105E+15;6.01164E+15;4.59623E+15;-2.23892E+15;1.18657E+16;-5.77714E+15;6.74914E+15;2.13982E+15;1.88572E+16;6.371E+15;-2.13923E+15;3.42044E+16;-1.55975E+16;3.49498E+15;9.324E+14;4.25482E+15;4.56341E+15;-2.60486E+16;1.01995E+16;4.79095E+15;5.96842E+15;1.49547E+16;1.54169E+16;5.21424E+15;1.05119E+15;-2.82929E+15;-1.64959E+15;3.25969E+16;1.34646E+16;4.61775E+15;4.28219E+16
1674;5.22504E+15;3.98611E+15;7.78012E+15;-2.22312E+15;3.52365E+15;1.39517E+14;3.93538E+15;7.8596E+15;-8.39831E+15;4.25826E+15;-1.61408E+16;5.06371E+15;4.24867E+15;1.79058E+15;7.39108E+15;-1.51462E+15;2.94597E+16;-5.77775E+15;4.14514E+16;1.10605E+15;1.07267E+16;7.34889E+15;-3.68435E+15;3.37006E+15;-5.78405E+15;6.43772E+14;3.6287E+15;3.28511E+15;3.47082E+15;-1.72241E+15;1.2379E+16;8.19862E+15;3.93527E+15;4.42683E+15;5.477E+15;3.89271E+15;-2.08265E+15;1.01599E+16;7.40339E+14;6.65858E+15;2.14274E+16;1.69087E+16;4.55649E+15;6.32891E+15;1.41025E+16;-6.88966E+15;3.70285E+15;1.02755E+16;4.0273E+15;2.61925E+16;-6.99481E+13;1.18403E+16;-2.11063E+15;4.81932E+14;2.58962E+15;7.00884E+15;3.94103E+15
